#,HEAD OF ACCOUNT,HEAD DESCRIPTION,Major Head,Sub-Major Head,Minor Head,Sub-Minor Head,Detailed Head,Object Head,Voucher Head,Area,ACTUALS 2016-17,BUDGET 2017-18,REVISED 2017-18,BUDGET 2018-19
705,1601-06-101-5806-206-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Mission for Protection & Empowerment for Women$Gender Budgeting$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Mission for Protection & Empowerment for Women,Gender Budgeting,NULL,NULL,General Area,0.0,10.0,20.0,20.0
706,1601-06-101-5806-207-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Mission for Protection & Empowerment for Women$Ujjawala$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Mission for Protection & Empowerment for Women,Ujjawala,NULL,NULL,General Area,0.0,0.0,500.0,575.0
707,1601-06-101-5806-208-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Mission for Protection & Empowerment for Women$Priyadarshini$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Mission for Protection & Empowerment for Women,Priyadarshini,NULL,NULL,General Area,0.0,0.0,20.0,20.0
708,1601-06-101-5806-209-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Mission for Protection & Empowerment for Women$National Mission for Empowerment of Women$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Mission for Protection & Empowerment for Women,National Mission for Empowerment of Women,NULL,NULL,General Area,0.0,0.0,1100.0,1265.0
709,1601-06-101-5806-210-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Mission for Protection & Empowerment for Women$Support to Training & Employment Programme (STEP)$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Mission for Protection & Empowerment for Women,Support to Training & Employment Programme (STEP),NULL,NULL,General Area,0.0,0.0,20.0,20.0
710,1601-06-101-5806-211-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Mission for Protection & Empowerment for Women$Innovative Work on Women and Children$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Mission for Protection & Empowerment for Women,Innovative Work on Women and Children,NULL,NULL,General Area,0.0,0.0,20.0,20.0
711,1601-06-101-5806-212-00-00-GA,"Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Mission for Protection & Empowerment for Women$Research, Publication and Monitoring$NULL$NULL",Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Mission for Protection & Empowerment for Women,"Research, Publication and Monitoring",NULL,NULL,General Area,0.0,0.0,20.0,20.0
712,1601-06-101-5806-214-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Mission for Protection & Empowerment for Women$Information and Mass Education$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Mission for Protection & Empowerment for Women,Information and Mass Education,NULL,NULL,General Area,0.0,0.0,20.0,20.0
713,1601-06-101-5806-215-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Mission for Protection & Empowerment for Women$High Level Committee on Status of Women$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Mission for Protection & Empowerment for Women,High Level Committee on Status of Women,NULL,NULL,General Area,0.0,0.0,20.0,20.0
714,1601-06-101-5806-217-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Mission for Protection & Empowerment for Women$Nirbhaya Fund$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Mission for Protection & Empowerment for Women,Nirbhaya Fund,NULL,NULL,General Area,0.0,0.0,1902.0,2187.3
715,1601-06-101-5807-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Urban Rejuvnation Mission (AMRUT & Smart Cities Mission)$NULL$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Urban Rejuvnation Mission (AMRUT & Smart Cities Mission),NULL,NULL,NULL,General Area,0.0,1000.0,0.0,0.0
716,1601-06-101-5807-403-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Urban Rejuvnation Mission (AMRUT & Smart Cities Mission)$AMRUT - Urban Rejuvenation Mission - 500 Cities$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Urban Rejuvnation Mission (AMRUT & Smart Cities Mission),AMRUT - Urban Rejuvenation Mission - 500 Cities,NULL,NULL,General Area,0.0,0.0,9591.0,11029.65
717,1601-06-101-5807-404-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Urban Rejuvnation Mission (AMRUT & Smart Cities Mission)$AMRUT - Urban Infrastructure Development in Satellite Towns/Counter Magnet City$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Urban Rejuvnation Mission (AMRUT & Smart Cities Mission),AMRUT - Urban Infrastructure Development in Satellite Towns/Counter Magnet City,NULL,NULL,General Area,0.0,0.0,20.0,20.0
718,1601-06-101-5807-406-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Urban Rejuvnation Mission (AMRUT & Smart Cities Mission)$AMRUT - Capacity Building for Urban & Local Bodies (C-BULB)$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Urban Rejuvnation Mission (AMRUT & Smart Cities Mission),AMRUT - Capacity Building for Urban & Local Bodies (C-BULB),NULL,NULL,General Area,0.0,0.0,20.0,20.0
719,1601-06-101-5807-407-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Urban Rejuvnation Mission (AMRUT & Smart Cities Mission)$AMRUT - National Urban Information System (NUIS)$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Urban Rejuvnation Mission (AMRUT & Smart Cities Mission),AMRUT - National Urban Information System (NUIS),NULL,NULL,General Area,0.0,0.0,20.0,20.0
720,1601-06-101-5807-408-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Urban Rejuvnation Mission (AMRUT & Smart Cities Mission)$SCM - Mission for Development of 100 Smart Cities$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Urban Rejuvnation Mission (AMRUT & Smart Cities Mission),SCM - Mission for Development of 100 Smart Cities,NULL,NULL,General Area,0.0,0.0,21735.0,24995.25
721,1601-06-101-5807-409-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Urban Rejuvnation Mission (AMRUT & Smart Cities Mission)$SCM - Capacity Building for Urban Development  (C-BUD)$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Urban Rejuvnation Mission (AMRUT & Smart Cities Mission),SCM - Capacity Building for Urban Development  (C-BUD),NULL,NULL,General Area,0.0,0.0,20.0,20.0
722,1601-06-101-5843-000-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Shyama Prasad Mukherjee Urban Mission$Null$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Shyama Prasad Mukherjee Urban Mission,Null,NULL,NULL,General Area,0.0,0.0,2200.0,2530.0
723,1601-06-101-5939-101-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Castes$EM - Post-Matric Scholarship$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Castes,EM - Post-Matric Scholarship,NULL,NULL,General Area,0.0,0.0,1944.0,2235.6
724,1601-06-101-5939-102-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Castes$EM - Pre-Matric Scholarship for SC Student$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Castes,EM - Pre-Matric Scholarship for SC Student,NULL,NULL,General Area,0.0,0.0,20.0,20.0
725,1601-06-101-5939-103-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Castes$EM - Boys and Girls Hostels$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Castes,EM - Boys and Girls Hostels,NULL,NULL,General Area,0.0,0.0,20.0,20.0
726,1601-06-101-5939-104-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Castes$EM - Upgradation of Merit of SC Students$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Castes,EM - Upgradation of Merit of SC Students,NULL,NULL,General Area,0.0,0.0,20.0,20.0
727,1601-06-101-5939-105-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Castes$EM - Pre-Matric Scholarship for Children of those engaged in unclean occupations and prone to health hazards$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Castes,EM - Pre-Matric Scholarship for Children of those engaged in unclean occupations and prone to health hazards,NULL,NULL,General Area,0.0,0.0,20.0,20.0
728,1601-06-101-5939-106-00-00-GA,"Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Castes$CR - Strengthening of Machinery for Enforcement of Protection of Civil Rights Act, 1995 & Prevention of Atrocities Act 1989$NULL$NULL",Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Castes,"CR - Strengthening of Machinery for Enforcement of Protection of Civil Rights Act, 1995 & Prevention of Atrocities Act 1989",NULL,NULL,General Area,0.0,0.0,6.0,6.9
729,1601-06-101-5939-133-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Castes$ID - Pradhan Mantri Adarsh Gram Yojana$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Castes,ID - Pradhan Mantri Adarsh Gram Yojana,NULL,NULL,General Area,0.0,0.0,1811.0,2082.65
730,1601-06-101-5939-287-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Castes$Special Central Assistance to SC Sub Scheme$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Castes,Special Central Assistance to SC Sub Scheme,NULL,NULL,General Area,0.0,0.0,699.0,803.85
731,1601-06-101-5940-190-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana)$Rashtriya Krishi Vikash Yojana $NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana),Rashtriya Krishi Vikash Yojana ,NULL,NULL,General Area,0.0,0.0,24202.0,27832.3
732,1601-06-101-5940-191-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana)$National Food Security Mission$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana),National Food Security Mission,NULL,NULL,General Area,0.0,0.0,15000.0,17250.0
733,1601-06-101-5940-192-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana)$Agriculture Marketing$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana),Agriculture Marketing,NULL,NULL,General Area,0.0,0.0,20.0,20.0
734,1601-06-101-5940-193-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana)$Information Technology$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana),Information Technology,NULL,NULL,General Area,0.0,0.0,20.0,20.0
735,1601-06-101-5940-194-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana)$Integrated Scheme on Agricultural Cooperation$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana),Integrated Scheme on Agricultural Cooperation,NULL,NULL,General Area,0.0,0.0,20.0,20.0
736,1601-06-101-5940-195-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana)$Integrated Scheme on Agriculture Census and Statistics$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana),Integrated Scheme on Agriculture Census and Statistics,NULL,NULL,General Area,0.0,0.0,270.0,310.5
737,1601-06-101-5940-196-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana)$National Agri -Tech Infrastructure$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana),National Agri -Tech Infrastructure,NULL,NULL,General Area,0.0,0.0,20.0,20.0
738,1601-06-101-5940-197-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana)$National Mission on Horticulture$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana),National Mission on Horticulture,NULL,NULL,General Area,0.0,0.0,2530.0,2909.5
739,1601-06-101-5940-198-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana)$National Mission on Oil Seed and Oil Palm$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana),National Mission on Oil Seed and Oil Palm,NULL,NULL,General Area,0.0,0.0,1500.0,1725.0
740,1601-06-101-5940-199-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana)$National Project on Agro-Forestry$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana),National Project on Agro-Forestry,NULL,NULL,General Area,0.0,0.0,20.0,20.0
741,1601-06-101-5940-200-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana)$National Project on Organic Farming$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana),National Project on Organic Farming,NULL,NULL,General Area,0.0,0.0,20.0,20.0
742,1601-06-101-5940-203-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana)$National Project on Soil Health & Fertility$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana),National Project on Soil Health & Fertility,NULL,NULL,General Area,0.0,0.0,420.0,483.0
743,1601-06-101-5940-204-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana)$Organic Value Chain Development for North East Region$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana),Organic Value Chain Development for North East Region,NULL,NULL,General Area,0.0,0.0,20.0,20.0
744,1601-06-101-5940-205-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana)$Paramparagat Krishi Vikas Yojana$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana),Paramparagat Krishi Vikas Yojana,NULL,NULL,General Area,0.0,0.0,2000.0,2300.0
745,1601-06-101-5940-206-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana)$Rainfed Area Development & Climate Change$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana),Rainfed Area Development & Climate Change,NULL,NULL,General Area,0.0,0.0,100.0,115.0
746,1601-06-101-5940-207-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana)$Sub-Mission on Agriculture Mechanisation$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana),Sub-Mission on Agriculture Mechanisation,NULL,NULL,General Area,0.0,0.0,2000.0,2300.0
747,1601-06-101-5940-209-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana)$Sub-Mission on Plant Protection and Plant Quarantine $NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana),Sub-Mission on Plant Protection and Plant Quarantine ,NULL,NULL,General Area,0.0,0.0,20.0,20.0
748,1601-06-101-5940-223-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana)$Sub-Mission on Seed and Planting Material$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana),Sub-Mission on Seed and Planting Material,NULL,NULL,General Area,0.0,0.0,20.0,20.0
749,1601-06-101-5940-988-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana)$Sub-Mission on Agriculture Extension$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Green Revolution (Krishi Unnati Schemes & Rashtriya Krishi Vikas Yojana),Sub-Mission on Agriculture Extension,NULL,NULL,General Area,0.0,0.0,670.0,770.5
750,1601-06-101-5941-201-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Livelihood Mission - Ajeevika$National Urban Livelihood Mission$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Livelihood Mission - Ajeevika,National Urban Livelihood Mission,NULL,NULL,General Area,0.0,0.0,591.0,679.65
751,1601-06-101-5941-202-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$National Livelihood Mission - Ajeevika$National Rural Livelihood Mission$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,National Livelihood Mission - Ajeevika,National Rural Livelihood Mission,NULL,NULL,General Area,0.0,0.0,25060.0,28819.0
752,1601-06-101-5942-289-00-00-GA,"Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Jobs and Skill Development$EGP - Coaching & Guidance for SC, ST and Other Backward Classes$NULL$NULL",Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Jobs and Skill Development,"EGP - Coaching & Guidance for SC, ST and Other Backward Classes",NULL,NULL,General Area,0.0,0.0,20.0,20.0
753,1601-06-101-5942-290-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Jobs and Skill Development$EGP - Employment Promotion Scheme$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Jobs and Skill Development,EGP - Employment Promotion Scheme,NULL,NULL,General Area,0.0,0.0,20.0,20.0
754,1601-06-101-5942-291-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Jobs and Skill Development$EGP - Pradhan Mantri Rojgar Protsahan Yojana$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Jobs and Skill Development,EGP - Pradhan Mantri Rojgar Protsahan Yojana,NULL,NULL,General Area,0.0,0.0,20.0,20.0
755,1601-06-101-5942-292-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Jobs and Skill Development$EGP - National Career Services$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Jobs and Skill Development,EGP - National Career Services,NULL,NULL,General Area,0.0,0.0,415.0,477.25
756,1601-06-101-5942-294-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Jobs and Skill Development$PMKVY - National Skill Development Agency$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Jobs and Skill Development,PMKVY - National Skill Development Agency,NULL,NULL,General Area,0.0,0.0,20.0,20.0
757,1601-06-101-5942-295-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Jobs and Skill Development$PMKVY - National Board for Skill Certification$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Jobs and Skill Development,PMKVY - National Board for Skill Certification,NULL,NULL,General Area,0.0,0.0,20.0,20.0
758,1601-06-101-5942-298-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Jobs and Skill Development$PMKVY - Development of Skills$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Jobs and Skill Development,PMKVY - Development of Skills,NULL,NULL,General Area,0.0,0.0,900.0,1035.0
759,1601-06-101-5942-299-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Jobs and Skill Development$PMKVY - Development of Entrepreneurship$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Jobs and Skill Development,PMKVY - Development of Entrepreneurship,NULL,NULL,General Area,0.0,0.0,20.0,20.0
760,1601-06-101-5942-300-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Jobs and Skill Development$PMKVY - Model ITIs/Multi Skill Training Institutes$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Jobs and Skill Development,PMKVY - Model ITIs/Multi Skill Training Institutes,NULL,NULL,General Area,0.0,0.0,300.0,345.0
761,1601-06-101-5942-302-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Jobs and Skill Development$PMKVY - Apperenticeship and Training$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Jobs and Skill Development,PMKVY - Apperenticeship and Training,NULL,NULL,General Area,0.0,0.0,100.0,115.0
762,1601-06-101-5944-134-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Tribes$TE - Pre-Matric Scholarship$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Tribes,TE - Pre-Matric Scholarship,NULL,NULL,General Area,0.0,0.0,369.0,424.35
763,1601-06-101-5944-135-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Tribes$TE - Post-Matric Scholarship$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Tribes,TE - Post-Matric Scholarship,NULL,NULL,General Area,0.0,0.0,307.0,353.05
764,1601-06-101-5944-136-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Tribes$TE - Ashram School$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Tribes,TE - Ashram School,NULL,NULL,General Area,0.0,0.0,20.0,20.0
765,1601-06-101-5944-137-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Tribes$TE - Boys and Girls Hostel$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Tribes,TE - Boys and Girls Hostel,NULL,NULL,General Area,0.0,0.0,20.0,20.0
766,1601-06-101-5944-138-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Tribes$TE - Vocational Training$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Tribes,TE - Vocational Training,NULL,NULL,General Area,0.0,0.0,20.0,20.0
767,1601-06-101-5944-139-00-00-GA,Grant-in-aid from Central Government$Centrally sponsored Schemes$Central Assistance/Share$Umbrella Scheme for Development of Scheduled Tribes$TE - Tribal Education$NULL$NULL,Grant-in-aid from Central Government,Centrally sponsored Schemes,Central Assistance/Share,Umbrella Scheme for Development of Scheduled Tribes,TE - Tribal Education,NULL,NULL,General Area,0.0,0.0,20.0,20.0
